,session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end
12,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,13,20,t_e2950b59-f701-4000-8105-9988940acfbb,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,fwdbtn,fwdbtn
13,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,14,20,t_217f64a3-afa2-4af6-a351-c0b0911e1231,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,fwdbtn,fwdbtn
14,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,15,20,t_d9ef63f7-42a7-47ec-a7e0-03162fbc0df9,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,fwdbtn,fwdbtn
15,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,16,20,t_d8abc151-02d5-4f55-9cc9-5f413f193189,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,fwdbtn,trackdone
16,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,17,20,t_e39f877f-e5c1-4e68-907e-fdc284855a60,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,trackdone,fwdbtn
17,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,18,20,t_0afc7353-a5b3-480a-9843-eeae9859b9c0,False,True,True,False,0,1,0,0,0,0,False,11,2018-07-29,True,catalog,fwdbtn,fwdbtn
18,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,19,20,t_97e86a74-278e-43b6-96e5-15daa6154f9d,False,False,False,True,0,1,0,0,0,1,False,11,2018-07-29,True,catalog,fwdbtn,endplay
19,14_000068d3-5d3a-4cf1-ad7b-3e007fcf4c63,20,20,t_a201cbb3-e6a8-47ad-ae18-afc33a8d929c,False,False,False,True,1,1,0,0,0,1,False,11,2018-07-29,True,catalog,clickrow,endplay
20,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,1,13,t_13ceba8d-4d30-44c7-a80d-9f75adca2432,False,False,False,True,0,0,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
21,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,2,13,t_531de5d7-1c10-4ee6-87d8-d5ed67c7c1de,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
22,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,3,13,t_a8afac0c-d6f8-4df7-b934-5904e2f76fc1,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
23,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,4,13,t_0f273775-fa77-4431-a5f1-4838edce6f0d,False,False,True,False,0,0,1,1,0,1,False,4,2018-07-24,True,editorial_playlist,trackdone,fwdbtn
24,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,5,13,t_a4adc913-911b-47b5-bdcd-cd4a6a62c69f,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,fwdbtn,trackdone
25,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,6,13,t_28e6fc5d-88ed-492c-b401-ad0aaa86a285,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
26,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,7,13,t_4f7279cd-85fb-4c6e-bb0b-31905df9be90,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
27,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,8,13,t_bd32842c-1364-469f-b1b3-a4574123df9f,False,False,True,False,0,0,1,1,0,1,False,4,2018-07-24,True,editorial_playlist,trackdone,fwdbtn
28,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,9,13,t_9bcbeda1-38f1-43f6-8246-683a1bcc945e,False,True,True,False,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,fwdbtn,fwdbtn
29,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,10,13,t_e34f6ffc-1765-43da-81e6-0bb6393590a0,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,fwdbtn,trackdone
30,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,11,13,t_d81c7cf9-f7f3-47ac-a6db-eaac06488a6c,False,False,True,False,0,0,1,1,0,1,False,4,2018-07-24,True,editorial_playlist,trackdone,fwdbtn
31,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,12,13,t_96949550-2251-479e-89a8-56957f32603e,False,False,False,False,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,fwdbtn,trackdone
32,14_00007649-f832-40fc-a439-d2a3f0b6e6fe,13,13,t_df9a06ec-7167-4aa1-94c8-1c7743abbec2,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-24,True,editorial_playlist,trackdone,trackdone
33,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,1,20,t_fc5df5ba-5396-49a7-8b29-35d0d28249e0,True,True,True,False,0,0,0,0,0,0,True,17,2018-07-29,False,catalog,clickrow,endplay
34,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,2,20,t_702db351-2fe3-4e52-bc67-d0a49162e509,False,False,False,True,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,clickrow,trackdone
35,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,3,20,t_043b7b1a-444f-4d1c-9b46-c83895cb4d47,False,False,False,True,0,0,1,1,0,0,True,18,2018-07-29,False,catalog,trackdone,trackdone
36,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,4,20,t_94c82822-298e-4ee7-88d4-4aa7984d0edd,False,True,True,False,0,0,1,1,0,0,True,18,2018-07-29,False,catalog,trackdone,fwdbtn
37,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,5,20,t_043b7b1a-444f-4d1c-9b46-c83895cb4d47,True,True,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,fwdbtn,fwdbtn
38,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,6,20,t_6845d878-45c3-4ae6-939b-6411646a6303,False,False,False,True,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,fwdbtn,trackdone
39,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,7,20,t_18e3a153-3ce7-4271-aa48-586cdacc86b8,False,False,False,True,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,trackdone,endplay
40,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,8,20,t_a0299762-43a9-4b91-acec-a0d51adfa43e,False,False,True,False,0,0,0,1,0,0,True,18,2018-07-29,False,catalog,appload,endplay
41,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,9,20,t_1f937e33-cf23-40c0-affd-daf35b131d6a,False,False,True,False,0,1,0,0,1,0,True,18,2018-07-29,False,catalog,clickrow,trackdone
42,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,10,20,t_9e47bdb5-74a4-44fe-87c5-8f25cd93ac0e,False,False,False,True,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,trackdone,trackdone
43,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,11,20,t_17c3e696-ce5c-45a3-83d1-bfbc208c0441,False,False,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,trackdone,endplay
44,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,12,20,t_9bf793fd-709c-4d2b-9dda-31644660962e,True,True,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,clickrow,endplay
45,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,13,20,t_fabf39e0-811f-4a53-942d-7882e9f76243,False,True,True,False,0,1,0,0,2,0,True,18,2018-07-29,False,catalog,clickrow,endplay
46,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,14,20,t_b21ffcca-3c2d-49f0-8b08-8e120167973b,True,True,True,False,0,1,0,0,2,0,True,18,2018-07-29,False,catalog,clickrow,endplay
47,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,15,20,t_64835443-829e-4c92-8db7-55a6a7b9a964,False,False,True,False,0,1,0,0,1,0,True,18,2018-07-29,False,catalog,clickrow,endplay
48,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,16,20,t_de128918-0fc4-4b11-adc8-c708f56de0e1,False,False,True,False,0,0,0,1,0,0,True,18,2018-07-29,False,catalog,appload,fwdbtn
49,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,17,20,t_9fc4d0cc-4799-40cb-b949-2246d9077bf6,True,True,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,fwdbtn,fwdbtn
50,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,18,20,t_881880dd-d559-49df-ac78-0353aea94695,True,True,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,fwdbtn,fwdbtn
51,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,19,20,t_1b6af2db-e07e-40ac-8bea-b66a99dddfb6,False,True,True,False,0,1,0,0,0,0,True,18,2018-07-29,False,catalog,fwdbtn,endplay
52,14_00007cff-8a89-4bb9-b6e1-cd9f60db56f2,20,20,t_bacf06d3-9185-4183-84ea-ff0db51475ce,False,False,False,False,1,1,0,0,0,0,True,18,2018-07-29,False,charts,clickrow,endplay
53,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,1,20,t_ee4ed5ac-dce7-40ff-bb36-8bbac45dd996,False,False,False,True,0,0,0,0,0,1,True,20,2018-07-28,True,user_collection,backbtn,trackdone
54,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,2,20,t_ec530f65-5f0d-494f-a7a8-d091f865f665,False,False,False,True,0,0,0,1,1,4,True,20,2018-07-28,True,user_collection,trackdone,backbtn
55,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,3,20,t_ee4ed5ac-dce7-40ff-bb36-8bbac45dd996,False,False,True,False,0,0,0,1,0,0,True,20,2018-07-28,True,user_collection,backbtn,fwdbtn
56,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,4,20,t_ec530f65-5f0d-494f-a7a8-d091f865f665,True,True,True,False,0,1,0,0,0,0,True,20,2018-07-28,True,user_collection,fwdbtn,fwdbtn
57,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,5,20,t_2982b933-d02b-4f2d-ac55-19d33f866ae0,False,False,False,True,0,1,0,0,0,0,True,20,2018-07-28,True,user_collection,fwdbtn,trackdone
58,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,6,20,t_5bc6e5b2-c540-4326-9b38-a7d5746162bc,False,True,True,False,0,0,1,1,0,0,True,20,2018-07-28,True,user_collection,trackdone,fwdbtn
59,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,7,20,t_fe5afde8-01df-4ff2-873e-353db9354dbc,False,False,False,True,0,0,1,1,0,0,True,20,2018-07-28,True,user_collection,fwdbtn,trackdone
60,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,8,20,t_38ee719e-50ad-480e-9847-61645d6128eb,False,False,False,True,0,0,1,1,0,5,True,20,2018-07-28,True,user_collection,trackdone,trackdone
61,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,9,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,1,0,0,0,6,True,20,2018-07-28,True,user_collection,trackdone,trackdone
62,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,10,20,t_ceb58576-08b9-4f46-aa8c-749135974435,False,True,True,False,0,0,1,1,0,1,True,20,2018-07-28,True,user_collection,trackdone,backbtn
63,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,11,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,1,0,0,0,0,True,21,2018-07-28,True,user_collection,backbtn,trackdone
64,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,12,20,t_ceb58576-08b9-4f46-aa8c-749135974435,True,True,True,False,0,0,1,1,0,0,True,21,2018-07-28,True,user_collection,trackdone,backbtn
65,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,13,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,1,0,0,0,0,True,21,2018-07-28,True,user_collection,backbtn,trackdone
66,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,14,20,t_ceb58576-08b9-4f46-aa8c-749135974435,False,True,True,False,0,0,1,1,0,1,True,21,2018-07-28,True,user_collection,trackdone,backbtn
67,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,15,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,1,0,0,0,2,True,21,2018-07-28,True,user_collection,backbtn,trackdone
68,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,16,20,t_ceb58576-08b9-4f46-aa8c-749135974435,False,False,True,False,0,0,1,1,0,2,True,21,2018-07-28,True,user_collection,trackdone,backbtn
69,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,17,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,0,0,1,0,0,True,21,2018-07-28,True,user_collection,backbtn,trackdone
70,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,18,20,t_ceb58576-08b9-4f46-aa8c-749135974435,False,True,True,False,0,0,1,1,0,1,True,21,2018-07-28,True,user_collection,trackdone,backbtn
71,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,19,20,t_bf34ab2f-a89d-44b3-a1c3-5045487c2764,False,False,False,True,0,1,0,0,0,0,True,21,2018-07-28,True,user_collection,backbtn,trackdone
72,14_00010b75-9fe5-41e0-88b3-66ee21d3612e,20,20,t_ceb58576-08b9-4f46-aa8c-749135974435,False,True,True,False,0,0,1,1,0,1,True,21,2018-07-28,True,user_collection,trackdone,backbtn
73,14_000126bd-884d-4ddd-8e15-b19db5d0c286,1,19,t_36403ca6-2fc9-442f-983b-2f575ad80e46,False,False,True,False,0,0,0,0,0,0,False,13,2018-07-29,True,radio,trackdone,endplay
74,14_000126bd-884d-4ddd-8e15-b19db5d0c286,2,19,t_35bfb822-c716-491d-93fa-7e8dc0c12d07,False,True,True,False,1,1,0,0,0,0,True,13,2018-07-29,True,user_collection,clickrow,endplay
75,14_000126bd-884d-4ddd-8e15-b19db5d0c286,3,19,t_d17f5aee-9fde-4292-befd-6f6ea0efc236,False,True,True,False,1,1,0,0,0,0,True,13,2018-07-29,True,editorial_playlist,appload,endplay
76,14_000126bd-884d-4ddd-8e15-b19db5d0c286,4,19,t_35bfb822-c716-491d-93fa-7e8dc0c12d07,False,True,True,False,1,1,0,0,0,0,False,13,2018-07-29,True,catalog,clickrow,endplay
77,14_000126bd-884d-4ddd-8e15-b19db5d0c286,5,19,t_bfe797e1-ddb7-4018-a6ba-ca05886533e7,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,clickrow,trackdone
78,14_000126bd-884d-4ddd-8e15-b19db5d0c286,6,19,t_35bfb822-c716-491d-93fa-7e8dc0c12d07,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,trackdone,trackdone
79,14_000126bd-884d-4ddd-8e15-b19db5d0c286,7,19,t_42d15744-c948-489e-a92b-9e664c170b57,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,trackdone,trackdone
80,14_000126bd-884d-4ddd-8e15-b19db5d0c286,8,19,t_7efb8acc-0ddf-43d1-940d-62203bff9787,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,trackdone,trackdone
81,14_000126bd-884d-4ddd-8e15-b19db5d0c286,9,19,t_c2afeb6c-2107-45f4-aa1e-f4d18de1af74,False,True,True,False,0,0,1,1,0,1,False,13,2018-07-29,True,catalog,trackdone,backbtn
82,14_000126bd-884d-4ddd-8e15-b19db5d0c286,10,19,t_7efb8acc-0ddf-43d1-940d-62203bff9787,True,True,True,False,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,backbtn,backbtn
83,14_000126bd-884d-4ddd-8e15-b19db5d0c286,11,19,t_42d15744-c948-489e-a92b-9e664c170b57,True,True,True,False,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,backbtn,backbtn
84,14_000126bd-884d-4ddd-8e15-b19db5d0c286,12,19,t_35bfb822-c716-491d-93fa-7e8dc0c12d07,False,False,False,True,0,0,1,1,0,0,False,13,2018-07-29,True,catalog,backbtn,trackdone
85,14_000126bd-884d-4ddd-8e15-b19db5d0c286,13,19,t_42d15744-c948-489e-a92b-9e664c170b57,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-29,True,catalog,trackdone,trackdone
86,14_000126bd-884d-4ddd-8e15-b19db5d0c286,14,19,t_7efb8acc-0ddf-43d1-940d-62203bff9787,False,False,False,True,0,0,1,1,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
87,14_000126bd-884d-4ddd-8e15-b19db5d0c286,15,19,t_c2afeb6c-2107-45f4-aa1e-f4d18de1af74,False,False,False,True,0,1,0,0,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
88,14_000126bd-884d-4ddd-8e15-b19db5d0c286,16,19,t_3c70d8ac-b601-4f8e-be57-cfdb7f119183,False,False,False,True,0,1,0,0,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
89,14_000126bd-884d-4ddd-8e15-b19db5d0c286,17,19,t_043b7b1a-444f-4d1c-9b46-c83895cb4d47,False,False,False,True,0,1,0,0,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
90,14_000126bd-884d-4ddd-8e15-b19db5d0c286,18,19,t_92c7a02c-205b-4ca5-87bf-a244e6baa8cd,False,False,False,True,0,1,0,0,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
91,14_000126bd-884d-4ddd-8e15-b19db5d0c286,19,19,t_702db351-2fe3-4e52-bc67-d0a49162e509,False,False,False,True,0,1,0,0,0,0,False,14,2018-07-29,True,catalog,trackdone,trackdone
92,14_000135aa-e44b-444f-8573-bb2e65621f35,1,20,t_dfd2e215-c8e7-4a23-ac6a-2fe05f1f2d24,False,False,False,False,0,0,0,0,0,0,False,3,2018-07-29,True,catalog,trackdone,endplay
93,14_000135aa-e44b-444f-8573-bb2e65621f35,2,20,t_20426e48-3443-43c9-a014-49ba88432a0b,False,False,True,False,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,clickrow,fwdbtn
94,14_000135aa-e44b-444f-8573-bb2e65621f35,3,20,t_ce8baa87-d947-4660-b189-568177faf330,False,False,True,False,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,fwdbtn,fwdbtn
95,14_000135aa-e44b-444f-8573-bb2e65621f35,4,20,t_32859b7b-7c99-4009-9e93-914db36965f1,False,True,True,False,0,1,0,0,1,0,False,3,2018-07-29,True,catalog,fwdbtn,fwdbtn
96,14_000135aa-e44b-444f-8573-bb2e65621f35,5,20,t_ab54f853-3545-43bd-8e8e-2bc06e5fe856,False,False,True,False,0,1,0,0,1,0,False,3,2018-07-29,True,catalog,fwdbtn,trackdone
97,14_000135aa-e44b-444f-8573-bb2e65621f35,6,20,t_2e3dd28f-b15a-4aac-ac41-127f7d54bd6b,False,False,False,True,0,0,1,1,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
98,14_000135aa-e44b-444f-8573-bb2e65621f35,7,20,t_71d822b8-6e69-4618-9a9a-4654282ff9b8,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
99,14_000135aa-e44b-444f-8573-bb2e65621f35,8,20,t_a71f6897-9324-44d6-8df3-35b1fa6b34bb,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
100,14_000135aa-e44b-444f-8573-bb2e65621f35,9,20,t_64a2c977-d598-4fd4-95bf-bb4a16ceda5e,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
101,14_000135aa-e44b-444f-8573-bb2e65621f35,10,20,t_b5edb58f-0cab-43ab-8af9-0babc2220f0c,False,False,False,True,0,0,1,1,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
102,14_000135aa-e44b-444f-8573-bb2e65621f35,11,20,t_d5d523d0-2079-4d30-92bd-16e77caa956e,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,catalog,trackdone,trackdone
103,14_000135aa-e44b-444f-8573-bb2e65621f35,12,20,t_d0e0b306-7fa2-438e-a3e0-020d22bdce1c,False,False,False,True,1,1,0,0,0,0,False,3,2018-07-29,True,radio,clickrow,trackdone
104,14_000135aa-e44b-444f-8573-bb2e65621f35,13,20,t_551ac71d-f82f-4112-9869-518e249eb780,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,radio,trackdone,trackdone
105,14_000135aa-e44b-444f-8573-bb2e65621f35,14,20,t_06b695cd-4773-441a-899c-3d61f434a6a6,False,False,False,True,0,1,0,0,0,0,False,3,2018-07-29,True,radio,trackdone,trackdone
106,14_000135aa-e44b-444f-8573-bb2e65621f35,15,20,t_e9278baa-fbb4-4b0a-95e4-7ee2e93a7407,False,False,False,True,0,0,1,1,0,0,False,3,2018-07-29,True,radio,trackdone,trackdone
107,14_000135aa-e44b-444f-8573-bb2e65621f35,16,20,t_ce0e4dd3-470d-4dc4-8fee-2973d7e34384,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-29,True,radio,trackdone,trackdone
108,14_000135aa-e44b-444f-8573-bb2e65621f35,17,20,t_4f3dcaef-b37d-4a61-87bf-9c1563caa7a1,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-29,True,radio,trackdone,trackdone
109,14_000135aa-e44b-444f-8573-bb2e65621f35,18,20,t_8c89d15e-fc88-4437-957c-290bc5398526,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-29,True,radio,trackdone,trackdone
110,14_000135aa-e44b-444f-8573-bb2e65621f35,19,20,t_ca91de06-dadf-4d5d-928a-ac4c8bcd7cca,False,True,True,False,0,0,1,1,0,1,False,4,2018-07-29,True,radio,trackdone,backbtn
111,14_000135aa-e44b-444f-8573-bb2e65621f35,20,20,t_8c89d15e-fc88-4437-957c-290bc5398526,False,False,False,True,0,1,0,0,0,0,False,4,2018-07-29,True,radio,backbtn,trackdone
112,14_000170ae-ba4c-4852-9a07-d68e57f5030e,1,20,t_64f3743c-f624-46bb-a579-0f3f9a07a123,False,False,True,False,0,0,0,0,1,0,False,0,2018-07-29,True,user_collection,appload,backbtn
113,14_000170ae-ba4c-4852-9a07-d68e57f5030e,2,20,t_ff62d637-d8f8-4de1-8caa-051437136f45,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,backbtn
114,14_000170ae-ba4c-4852-9a07-d68e57f5030e,3,20,t_9eaeeb42-4985-4bcc-be17-ef386629b2c5,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,backbtn
115,14_000170ae-ba4c-4852-9a07-d68e57f5030e,4,20,t_204562f8-e089-4305-be51-19913efdfbc6,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,fwdbtn
116,14_000170ae-ba4c-4852-9a07-d68e57f5030e,5,20,t_9eaeeb42-4985-4bcc-be17-ef386629b2c5,False,False,False,True,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,fwdbtn,trackdone
117,14_000170ae-ba4c-4852-9a07-d68e57f5030e,6,20,t_ff62d637-d8f8-4de1-8caa-051437136f45,True,True,True,False,0,0,1,1,0,0,False,0,2018-07-29,True,user_collection,trackdone,backbtn
118,14_000170ae-ba4c-4852-9a07-d68e57f5030e,7,20,t_9eaeeb42-4985-4bcc-be17-ef386629b2c5,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,backbtn
119,14_000170ae-ba4c-4852-9a07-d68e57f5030e,8,20,t_204562f8-e089-4305-be51-19913efdfbc6,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,backbtn
120,14_000170ae-ba4c-4852-9a07-d68e57f5030e,9,20,t_6d21a6b7-bdac-46cc-bc45-9c731cbc7233,True,True,True,False,0,1,0,0,0,0,False,0,2018-07-29,True,user_collection,backbtn,backbtn
